ch1_aX,ch1_aY,ch1_aZ,ch3_aX,ch3_aY,ch3_aZ,ch5_aX,ch5_aY,ch5_aZ
61.03515625,-12.6953125,1020.01953125,34.12109375,81.36328125,-1069.4453125,-111.328125,-10.009765625,1007.9345703125
56.15234375,-8.7890625,1020.99609375,34.84375,81.36328125,-1069.4453125,-110.2294921875,-10.009765625,1008.30078125
56.15234375,-8.7890625,1020.99609375,34.84375,81.53125,-1069.1796875,-110.107421875,-8.6669921875,1009.033203125
48.33984375,-10.25390625,1022.4609375,35.7265625,81.53125,-1069.1796875,-110.7177734375,-7.8125,1010.25390625
48.33984375,-10.25390625,1022.4609375,35.7265625,80.8984375,-1068.23828125,-111.083984375,-7.568359375,1010.986328125
54.19921875,-14.16015625,1013.18359375,35.9921875,80.8984375,-1068.23828125,-110.7177734375,-8.056640625,1010.6201171875
54.19921875,-14.16015625,1013.18359375,35.9921875,81.07421875,-1068.890625,-110.4736328125,-9.1552734375,1010.009765625
50.29296875,-9.765625,1011.71875,36.4609375,81.07421875,-1068.890625,-110.4736328125,-9.765625,1009.033203125
50.29296875,-9.765625,1011.71875,36.4609375,81.25390625000001,-1067.62890625,-110.4736328125,-8.9111328125,1007.32421875
53.22265625,-4.8828125,1013.18359375,36.46875,81.25390625000001,-1067.62890625,-109.86328125,-7.568359375,1006.2255859375
53.22265625,-4.8828125,1013.18359375,36.46875,80.92578125,-1066.7734375,-109.4970703125,-7.8125,1006.34765625
57.12890625,-5.859375,1027.83203125,36.87109375,80.92578125,-1066.7734375,-109.86328125,-9.1552734375,1007.080078125
57.12890625,-5.859375,1027.83203125,36.87109375,80.97265625,-1066.78125,-110.7177734375,-10.009765625,1007.32421875
59.5703125,-7.8125,1032.2265625,37.33984375000001,80.97265625,-1066.78125,-111.4501953125,-9.1552734375,1005.4931640625
59.5703125,-7.8125,1032.2265625,37.33984375000001,81.0859375,-1067.40625,-112.3046875,-7.8125,1002.685546875
62.01171875,-13.18359375,1021.484375,37.4453125,81.0859375,-1067.40625,-112.9150390625,-7.4462890625,1001.0986328125
62.01171875,-13.18359375,1021.484375,37.4453125,81.39062500000001,-1066.33203125,-112.548828125,-8.4228515625,1001.953125
62.01171875,-10.7421875,1016.6015625,37.46484375000001,81.39062500000001,-1066.33203125,-111.328125,-10.009765625,1004.638671875
62.01171875,-10.7421875,1016.6015625,37.46484375000001,80.30859375,-1066.2578125,-109.0087890625,-10.3759765625,1006.34765625
59.5703125,-15.13671875,1020.99609375,36.72265625,80.30859375,-1066.2578125,-107.0556640625,-9.521484375,1006.591796875
59.5703125,-15.13671875,1020.99609375,36.72265625,81.0078125,-1066.69140625,-107.177734375,-8.056640625,1005.9814453125
61.03515625,-4.8828125,1013.18359375,36.81640625,81.0078125,-1066.69140625,-109.0087890625,-7.2021484375,1005.615234375
61.03515625,-4.8828125,1013.18359375,36.81640625,82.03515625,-1066.62890625,-111.4501953125,-7.4462890625,1006.4697265625
62.5,0.0,1014.16015625,38.27734375,82.03515625,-1066.62890625,-113.4033203125,-7.8125,1007.4462890625
62.5,0.0,1014.16015625,38.27734375,81.92578125,-1067.12109375,-112.3046875,-8.9111328125,1006.8359375
60.05859375,-3.90625,1021.484375,38.2890625,81.92578125,-1067.12109375,-109.619140625,-10.986328125,1005.0048828125
60.05859375,-3.90625,1021.484375,38.2890625,81.8515625,-1067.94921875,-108.0322265625,-12.6953125,1003.662109375
59.08203125,-10.25390625,1029.78515625,36.2109375,81.8515625,-1067.94921875,-107.421875,-13.18359375,1003.662109375
59.08203125,-10.25390625,1029.78515625,36.2109375,81.3984375,-1069.7265625,-107.0556640625,-12.5732421875,1004.5166015625
62.01171875,-4.39453125,1024.90234375,36.2734375,81.3984375,-1069.7265625,-106.5673828125,-11.71875,1005.615234375
62.01171875,-4.39453125,1024.90234375,36.2734375,80.984375,-1069.70703125,-106.3232421875,-11.474609375,1006.591796875
65.4296875,0.9765625,1012.6953125,36.6875,80.984375,-1069.70703125,-106.201171875,-10.986328125,1007.080078125
65.4296875,0.9765625,1012.6953125,36.6875,82.2890625,-1069.7265625,-107.0556640625,-9.521484375,1007.080078125
62.98828125,-4.8828125,1015.625,37.75,82.2890625,-1069.7265625,-108.642578125,-8.056640625,1006.103515625
62.98828125,-4.8828125,1015.625,37.75,81.78125,-1070.4296875000002,-110.2294921875,-8.1787109375,1005.4931640625
61.03515625,-2.44140625,1020.99609375,37.87109375,81.78125,-1070.4296875000002,-111.4501953125,-8.9111328125,1005.4931640625
61.03515625,-2.44140625,1020.99609375,37.87109375,82.69140625,-1070.64453125,-112.060546875,-9.3994140625,1006.8359375
57.6171875,-6.8359375,1019.04296875,37.49609375,82.69140625,-1070.64453125,-111.9384765625,-10.009765625,1008.6669921875
57.6171875,-6.8359375,1019.04296875,37.49609375,82.8125,-1071.26953125,-111.4501953125,-10.1318359375,1010.25390625
57.12890625,-3.41796875,998.53515625,37.87109375,82.8125,-1071.26953125,-110.7177734375,-10.009765625,1010.6201171875
57.12890625,-3.41796875,998.53515625,37.87109375,81.75,-1070.29296875,-109.86328125,-9.765625,1010.6201171875
61.03515625,-0.9765625,1005.37109375,38.23828125,81.75,-1070.29296875,-109.4970703125,-9.521484375,1009.27734375
61.03515625,-0.9765625,1005.37109375,38.23828125,81.703125,-1071.2929687500002,-108.88671875,-8.6669921875,1007.568359375
62.5,3.41796875,1007.8125,36.5234375,81.703125,-1071.2929687500002,-109.4970703125,-7.8125,1006.34765625
62.5,3.41796875,1007.8125,36.5234375,80.9375,-1071.7578125,-110.4736328125,-7.8125,1006.9580078125
61.03515625,-2.9296875,1013.671875,37.0859375,80.9375,-1071.7578125,-111.6943359375,-8.9111328125,1008.30078125
61.03515625,-2.9296875,1013.671875,37.0859375,81.17578125,-1070.828125,-111.9384765625,-10.6201171875,1008.9111328125
57.12890625,-2.44140625,1015.625,37.9921875,81.17578125,-1070.828125,-111.083984375,-11.962890625,1009.27734375
57.12890625,-2.44140625,1015.625,37.9921875,80.68359375,-1070.60546875,-109.619140625,-11.474609375,1009.27734375
55.17578125,-3.41796875,1018.5546875,36.640625,80.68359375,-1070.60546875,-108.642578125,-10.7421875,1009.27734375
55.17578125,-3.41796875,1018.5546875,36.640625,80.0,-1071.44921875,-109.0087890625,-10.1318359375,1009.033203125
53.7109375,-6.8359375,1012.6953125,35.91796875,80.0,-1071.44921875,-110.2294921875,-10.009765625,1009.27734375
53.7109375,-6.8359375,1012.6953125,35.91796875,80.8984375,-1069.18359375,-111.328125,-9.765625,1009.27734375
55.17578125,-3.41796875,1019.04296875,36.109375,80.8984375,-1069.18359375,-111.4501953125,-9.521484375,1009.033203125
55.17578125,-3.41796875,1019.04296875,36.109375,81.28515625,-1068.625,-110.2294921875,-9.3994140625,1008.30078125
62.01171875,-1.953125,1013.671875,37.03125,81.28515625,-1068.625,-109.4970703125,-9.3994140625,1007.32421875
62.01171875,-1.953125,1013.671875,37.03125,81.64453125,-1068.58203125,-109.619140625,-9.521484375,1006.591796875
64.94140625,0.9765625,1014.16015625,36.171875,81.64453125,-1068.58203125,-110.4736328125,-10.3759765625,1006.591796875
64.94140625,0.9765625,1014.16015625,36.171875,80.58203125,-1067.79296875,-111.328125,-10.3759765625,1005.9814453125
54.6875,-6.8359375,1010.25390625,35.359375,80.58203125,-1067.79296875,-111.9384765625,-9.3994140625,1004.7607421875
54.6875,-6.8359375,1010.25390625,35.359375,81.0078125,-1066.73046875,-112.060546875,-8.6669921875,1004.39453125
58.59375,-11.23046875,1031.25,36.03125,81.0078125,-1066.73046875,-112.060546875,-9.521484375,1004.39453125
58.59375,-11.23046875,1031.25,36.03125,81.02734375000001,-1066.82421875,-112.9150390625,-11.71875,1004.150390625
52.24609375,-8.7890625,1011.71875,36.08203125,81.02734375000001,-1066.82421875,-113.6474609375,-12.939453125,1003.0517578125
52.24609375,-8.7890625,1011.71875,36.08203125,81.12109375,-1066.8984375000002,-113.28125,-13.3056640625,1001.953125
48.33984375,-15.13671875,1013.18359375,35.859375,81.12109375,-1066.8984375000002,-112.6708984375,-12.6953125,1002.44140625
48.33984375,-15.13671875,1013.18359375,35.859375,80.53125,-1068.11328125,-112.9150390625,-12.3291015625,1004.0283203125
51.26953125,-9.765625,1017.08984375,35.44140625,80.53125,-1068.11328125,-113.4033203125,-11.962890625,1005.7373046875
51.26953125,-9.765625,1017.08984375,35.44140625,80.79296875,-1067.7578125,-112.6708984375,-10.7421875,1007.568359375
48.33984375,-4.39453125,1017.08984375,36.14453125,80.79296875,-1067.7578125,-111.6943359375,-10.009765625,1009.27734375
48.33984375,-4.39453125,1017.08984375,36.14453125,80.296875,-1068.49609375,-111.9384765625,-10.3759765625,1010.8642578125
51.7578125,-7.8125,1022.94921875,36.3984375,80.296875,-1068.49609375,-113.6474609375,-11.474609375,1011.3525390625
51.7578125,-7.8125,1022.94921875,36.3984375,80.3359375,-1068.57421875,-114.8681640625,-12.3291015625,1010.6201171875
54.6875,-2.9296875,1022.4609375,35.6015625,80.3359375,-1068.57421875,-114.8681640625,-12.6953125,1009.521484375
54.6875,-2.9296875,1022.4609375,35.6015625,80.265625,-1067.62109375,-114.013671875,-13.18359375,1008.6669921875
54.19921875,-9.765625,1012.6953125,35.6484375,80.265625,-1067.62109375,-112.3046875,-12.6953125,1007.6904296875
54.19921875,-9.765625,1012.6953125,35.6484375,80.7421875,-1068.015625,-109.86328125,-12.0849609375,1005.9814453125
62.5,-6.8359375,1020.01953125,36.359375,80.7421875,-1068.015625,-109.0087890625,-11.962890625,1004.638671875
62.5,-6.8359375,1020.01953125,36.359375,80.96484375,-1067.1054687500002,-110.107421875,-10.986328125,1004.638671875
57.6171875,-2.9296875,1022.94921875,36.47656250000001,80.96484375,-1067.1054687500002,-111.9384765625,-9.765625,1004.7607421875
57.6171875,-2.9296875,1022.94921875,36.47656250000001,80.68359375,-1067.87890625,-112.9150390625,-9.1552734375,1004.150390625
52.24609375,-7.32421875,1013.18359375,36.1484375,80.68359375,-1067.87890625,-112.6708984375,-8.9111328125,1003.2958984375
52.24609375,-7.32421875,1013.18359375,36.1484375,81.3125,-1065.203125,-111.9384765625,-9.3994140625,1002.44140625
53.22265625,-5.37109375,1010.7421875,35.765625,81.3125,-1065.203125,-110.83984375,-10.1318359375,1001.953125
53.22265625,-5.37109375,1010.7421875,35.765625,81.50390625000001,-1064.52734375,-110.2294921875,-10.986328125,1001.953125
52.24609375,-10.25390625,1011.71875,36.1640625,81.50390625000001,-1064.52734375,-110.4736328125,-10.7421875,1002.0751953125
52.24609375,-10.25390625,1011.71875,36.1640625,81.328125,-1064.65625,-111.4501953125,-10.1318359375,1003.0517578125
57.12890625,-15.625,1010.25390625,36.92578125,81.328125,-1064.65625,-111.4501953125,-10.009765625,1004.39453125
57.12890625,-15.625,1010.25390625,36.92578125,81.6015625,-1065.1054687500002,-110.4736328125,-9.765625,1005.37109375
62.01171875,-10.7421875,1015.625,37.171875,81.6015625,-1065.1054687500002,-110.107421875,-9.521484375,1004.638671875
62.01171875,-10.7421875,1015.625,37.171875,80.61328125,-1067.1054687500002,-109.86328125,-9.3994140625,1003.41796875
56.15234375,-3.90625,1021.484375,37.7265625,80.61328125,-1067.1054687500002,-108.642578125,-9.1552734375,1002.685546875
56.15234375,-3.90625,1021.484375,37.7265625,80.94921875,-1067.8984375,-107.421875,-8.9111328125,1002.44140625
56.15234375,-3.41796875,1012.6953125,38.578125,80.94921875,-1067.8984375,-108.2763671875,-8.1787109375,1002.685546875
56.15234375,-3.41796875,1012.6953125,38.578125,81.171875,-1067.796875,-110.107421875,-7.568359375,1003.2958984375
51.7578125,-11.71875,1029.78515625,37.97265625,81.171875,-1067.796875,-111.083984375,-7.8125,1004.39453125
51.7578125,-11.71875,1029.78515625,37.97265625,80.5703125,-1069.0078125,-110.83984375,-9.1552734375,1004.7607421875
56.15234375,-14.16015625,1026.85546875,38.06640625000001,80.5703125,-1069.0078125,-109.86328125,-10.3759765625,1004.39453125
56.15234375,-14.16015625,1026.85546875,38.06640625000001,80.38671875,-1068.6953125,-109.4970703125,-10.009765625,1003.2958984375
58.59375,-13.671875,1032.71484375,37.796875,80.38671875,-1068.6953125,-109.0087890625,-8.4228515625,1002.8076171875
58.59375,-13.671875,1032.71484375,37.796875,80.4296875,-1068.66015625,-109.619140625,-7.568359375,1003.662109375
61.03515625,-9.27734375,1033.69140625,37.1328125,80.4296875,-1068.66015625,-110.83984375,-7.4462890625,1005.2490234375
61.03515625,-9.27734375,1033.69140625,37.1328125,81.1328125,-1069.234375,-112.060546875,-7.2021484375,1006.4697265625
63.4765625,-4.39453125,1006.34765625,37.5859375,81.1328125,-1069.234375,-113.28125,-7.2021484375,1007.2021484375
63.4765625,-4.39453125,1006.34765625,37.5859375,80.84765625,-1070.14453125,-112.6708984375,-8.1787109375,1007.2021484375
66.89453125,-5.859375,1013.671875,38.39453125,80.84765625,-1070.14453125,-111.083984375,-9.3994140625,1007.4462890625
66.89453125,-5.859375,1013.671875,38.39453125,81.43359375,-1070.85546875,-109.86328125,-8.9111328125,1007.9345703125
69.3359375,-2.9296875,1022.4609375,37.55859375,81.43359375,-1070.85546875,-109.86328125,-8.056640625,1008.544921875
69.3359375,-2.9296875,1022.4609375,37.55859375,81.6953125,-1071.2421875,-110.2294921875,-8.1787109375,1009.27734375
59.5703125,-4.39453125,1023.4375,36.91015625,81.6953125,-1071.2421875,-110.4736328125,-8.6669921875,1009.27734375
59.5703125,-4.39453125,1023.4375,36.91015625,81.3203125,-1069.87890625,-110.2294921875,-8.6669921875,1007.9345703125
55.6640625,-12.6953125,1016.11328125,35.83984375,81.3203125,-1069.87890625,-110.2294921875,-9.3994140625,1007.8125
55.6640625,-12.6953125,1016.11328125,35.83984375,81.921875,-1069.171875,-109.86328125,-10.3759765625,1009.033203125
48.828125,-7.32421875,1010.7421875,37.046875,81.921875,-1069.171875,-109.4970703125,-11.474609375,1010.498046875
48.828125,-7.32421875,1010.7421875,37.046875,81.953125,-1069.47265625,-109.619140625,-12.0849609375,1010.1318359375
50.29296875,-0.9765625,1024.4140625,35.94921875,81.953125,-1069.47265625,-109.86328125,-11.474609375,1008.4228515625
50.29296875,-0.9765625,1024.4140625,35.94921875,81.78515625,-1069.55859375,-109.619140625,-10.009765625,1007.080078125
60.546875,-4.8828125,1022.4609375,36.0546875,81.78515625,-1069.55859375,-108.88671875,-8.4228515625,1006.591796875
60.546875,-4.8828125,1022.4609375,36.0546875,81.609375,-1070.41796875,-108.0322265625,-7.4462890625,1006.9580078125
62.01171875,-9.765625,1016.6015625,36.6171875,81.609375,-1070.41796875,-107.7880859375,-6.591796875,1007.080078125
62.01171875,-9.765625,1016.6015625,36.6171875,81.31640625,-1069.99609375,-108.2763671875,-6.9580078125,1006.9580078125
61.03515625,-6.8359375,1008.30078125,36.65625,81.31640625,-1069.99609375,-108.88671875,-8.6669921875,1007.32421875
61.03515625,-6.8359375,1008.30078125,36.65625,80.53125,-1070.0820312500002,-109.619140625,-10.7421875,1007.6904296875
63.96484375,-11.23046875,1004.8828125,36.76171875,80.53125,-1070.0820312500002,-110.4736328125,-11.474609375,1007.6904296875
63.96484375,-11.23046875,1004.8828125,36.76171875,81.50390625000001,-1069.4531250000002,-110.7177734375,-10.986328125,1007.6904296875
61.03515625,-3.41796875,1019.04296875,37.01171875,81.50390625000001,-1069.4531250000002,-109.619140625,-10.6201171875,1007.568359375
61.03515625,-3.41796875,1019.04296875,37.01171875,81.18359375,-1069.84765625,-109.0087890625,-10.3759765625,1006.9580078125
55.6640625,-4.39453125,1022.4609375,36.6171875,81.18359375,-1069.84765625,-110.107421875,-10.1318359375,1006.34765625
55.6640625,-4.39453125,1022.4609375,36.6171875,80.7265625,-1070.9453125,-111.6943359375,-9.521484375,1007.6904296875
55.17578125,-3.90625,1017.08984375,37.8515625,80.7265625,-1070.9453125,-113.8916015625,-8.6669921875,1010.009765625
55.17578125,-3.90625,1017.08984375,37.8515625,80.72265625,-1071.953125,-115.478515625,-8.4228515625,1011.3525390625
62.98828125,-1.953125,1012.6953125,37.9765625,80.72265625,-1071.953125,-115.8447265625,-8.9111328125,1010.6201171875
62.98828125,-1.953125,1012.6953125,37.9765625,81.125,-1071.07421875,-114.6240234375,-8.1787109375,1008.4228515625
54.19921875,-3.41796875,1007.32421875,37.25390625,81.125,-1071.07421875,-113.4033203125,-6.9580078125,1005.4931640625
54.19921875,-3.41796875,1007.32421875,37.25390625,81.48046875,-1069.5078125,-112.3046875,-6.9580078125,1002.8076171875
55.6640625,-9.765625,1017.578125,36.15234375,81.48046875,-1069.5078125,-111.083984375,-7.8125,1001.0986328125
55.6640625,-9.765625,1017.578125,36.15234375,81.6875,-1067.4609375,-111.083984375,-8.4228515625,1001.46484375
54.6875,-13.18359375,1019.53125,36.35156250000001,81.6875,-1067.4609375,-112.9150390625,-7.8125,1003.0517578125
54.6875,-13.18359375,1019.53125,36.35156250000001,81.4140625,-1067.4140625,-114.013671875,-8.056640625,1005.0048828125
56.15234375,-9.765625,1012.6953125,36.265625,81.4140625,-1067.4140625,-113.28125,-9.3994140625,1006.591796875
56.15234375,-9.765625,1012.6953125,36.265625,81.2734375,-1067.17578125,-112.060546875,-10.6201171875,1007.6904296875
63.4765625,-4.8828125,1011.71875,36.4296875,81.2734375,-1067.17578125,-108.88671875,-10.009765625,1006.591796875
63.4765625,-4.8828125,1011.71875,36.4296875,80.80859375,-1066.5625,-107.421875,-10.1318359375,1006.34765625
61.03515625,-6.34765625,993.1640625,36.80078125,80.80859375,-1066.5625,-107.421875,-10.986328125,1006.34765625
61.03515625,-6.34765625,993.1640625,36.80078125,80.7734375,-1066.68359375,-108.642578125,-11.3525390625,1005.7373046875
53.22265625,-14.16015625,1000.48828125,36.75,80.7734375,-1066.68359375,-110.107421875,-11.3525390625,1004.0283203125
53.22265625,-14.16015625,1000.48828125,36.75,80.73828125,-1066.203125,-109.86328125,-10.986328125,1002.685546875
57.6171875,-17.578125,1029.78515625,37.2734375,80.73828125,-1066.203125,-108.642578125,-10.1318359375,1002.685546875
57.6171875,-17.578125,1029.78515625,37.2734375,80.31640625,-1065.9609375,-107.7880859375,-8.6669921875,1003.173828125
64.94140625,-7.32421875,1040.0390625,36.41015625,80.31640625,-1065.9609375,-107.0556640625,-8.4228515625,1003.173828125
64.94140625,-7.32421875,1040.0390625,36.41015625,80.8359375,-1066.375,-105.712890625,-9.765625,1003.662109375
56.640625,-7.8125,1022.94921875,36.421875,80.8359375,-1066.375,-105.5908203125,-10.986328125,1004.5166015625
56.640625,-7.8125,1022.94921875,36.421875,80.8125,-1065.8281250000002,-106.5673828125,-11.962890625,1004.8828125
58.59375,-8.7890625,1016.11328125,37.203125,80.8125,-1065.8281250000002,-107.421875,-12.3291015625,1004.150390625
58.59375,-8.7890625,1016.11328125,37.203125,81.50390625000001,-1065.515625,-108.2763671875,-12.0849609375,1003.662109375
57.12890625,-10.25390625,1017.578125,37.01171875,81.50390625000001,-1065.515625,-110.2294921875,-11.962890625,1003.173828125
57.12890625,-10.25390625,1017.578125,37.01171875,81.375,-1066.4765625,-112.6708984375,-11.962890625,1002.3193359375
54.19921875,-13.18359375,1027.34375,37.0234375,81.375,-1066.4765625,-114.6240234375,-11.3525390625,1001.46484375
54.19921875,-13.18359375,1027.34375,37.0234375,81.11328125,-1066.6640625000002,-114.501953125,-9.3994140625,1001.5869140625
63.4765625,-10.25390625,1018.06640625,36.890625,81.11328125,-1066.6640625000002,-112.6708984375,-7.4462890625,1002.9296875
63.4765625,-10.25390625,1018.06640625,36.890625,81.64453125,-1067.390625,-110.7177734375,-6.8359375,1005.0048828125
62.01171875,-11.71875,1022.4609375,36.98046875,81.64453125,-1067.390625,-109.4970703125,-7.568359375,1006.103515625
62.01171875,-11.71875,1022.4609375,36.98046875,82.51953125,-1067.8359375,-109.0087890625,-9.765625,1005.859375
57.6171875,-5.37109375,1024.4140625,37.43359375,82.51953125,-1067.8359375,-110.4736328125,-11.962890625,1005.0048828125
57.6171875,-5.37109375,1024.4140625,37.43359375,81.9609375,-1068.734375,-113.28125,-12.5732421875,1004.7607421875
61.5234375,-7.8125,1021.484375,37.35546875,81.9609375,-1068.734375,-115.1123046875,-12.0849609375,1005.7373046875
61.5234375,-7.8125,1021.484375,37.35546875,81.12890625000001,-1068.21484375,-114.013671875,-12.0849609375,1006.591796875
62.5,-2.44140625,1037.59765625,37.72265625,81.12890625000001,-1068.21484375,-110.107421875,-11.3525390625,1007.568359375
